title;price;square_meters;price_per_m2;location;link;first_photo;processing_date;bathrooms;rooms
Lote En Venta Monte Grande;26500.0;240;110.41666666666667;Avenida V. Fair 1400, Monte Grande...;https://terreno.mercadolibre.com.ar/MLA-1372869311-lote-en-venta-monte-grande-_JM#position=3&search_layout=grid&type=item&tracking_id=8c17b2a8-e3fa-4266-9fd1-0f7d162cca88;https://http2.mlstatic.com/D_NQ_NP_866624-MLA69875047046_062023-W.jpg;2023-10-19;;
Loteo En Calles Roca / Constanzo / Rebizo /  Esquiu - La Isolina - Monte Grande;52000.0;470;110.63829787234043;Constanzo / Roca / Rebizo / Esquiu...;https://terreno.mercadolibre.com.ar/MLA-1137529772-loteo-en-calles-roca-constanzo-rebizo-esquiu-la-isolina-monte-grande-_JM#position=38&search_layout=grid&type=item&tracking_id=ba160732-126e-4954-8de1-dc966313f615;https://http2.mlstatic.com/D_NQ_NP_887153-MLA53883175548_022023-W.jpg;2023-10-19;;
Venta Monte Grande Lote En Esquina 333m2! Escriturado!;37000.0;333;111.11111111111111;Ramón Santamarina 1900, Monte Gran...;https://terreno.mercadolibre.com.ar/MLA-1123522165-venta-monte-grande-lote-en-esquina-333m2-escriturado-_JM#position=45&search_layout=grid&type=item&tracking_id=5a04b11b-320f-4e9d-a533-bc33b993a718;https://http2.mlstatic.com/D_NQ_NP_999825-MLA49107761291_022022-W.jpg;2023-10-19;;
Venta Lote Monte Grande;78000.0;690;113.04347826086956;Leandro N. Alem & Uruguay, Monte G...;https://terreno.mercadolibre.com.ar/MLA-1362018169-venta-lote-monte-grande-_JM#position=34&search_layout=grid&type=item&tracking_id=91b0c92b-261f-4012-b4ed-8716042aafd0;https://http2.mlstatic.com/D_NQ_NP_887852-MLA69715756769_052023-W.jpg;2023-10-19;;
Terreno - Monte Grande- Lote A La Venta;85000.0;750;113.33333333333333;Monte Grande Francisco Narciso De ...;https://terreno.mercadolibre.com.ar/MLA-1159003620-terreno-monte-grande-lote-a-la-venta-_JM#position=26&search_layout=grid&type=item&tracking_id=c165c15f-9b89-4557-aa83-c463359173f8;https://http2.mlstatic.com/D_NQ_NP_800655-MLA51293130751_082022-W.jpg;2023-10-19;;
Terreno - Monte Grande- Lote A La Venta;85000.0;750;113.33333333333333;Monte Grande Francisco Narciso De ...;https://terreno.mercadolibre.com.ar/MLA-1147841909-terreno-monte-grande-lote-a-la-venta-_JM#position=46&search_layout=grid&type=item&tracking_id=c165c15f-9b89-4557-aa83-c463359173f8;https://http2.mlstatic.com/D_NQ_NP_855211-MLA50837425386_072022-W.jpg;2023-10-19;;
Terreno - Monte Grande- Lote A La Venta;85000.0;750;113.33333333333333;Monte Grande Francisco Narciso De ...;https://inmueble.mercadolibre.com.ar/MLA-1147868167-terreno-monte-grande-lote-a-la-venta-_JM#position=29&search_layout=grid&type=item&tracking_id=45aa4a5b-4de9-4c64-b276-cc431df89838;https://http2.mlstatic.com/D_NQ_NP_979949-MLA50837535394_072022-W.jpg;2023-10-19;;
Venta Lote Terreno Monte Grande;40000.0;350;114.28571428571429;Alejo Ortega 1337, Monte Grande, P...;https://terreno.mercadolibre.com.ar/MLA-1536263800-venta-lote-terreno-monte-grande-_JM#position=22&search_layout=grid&type=item&tracking_id=277018b9-c208-4a3b-8544-f112e55b8f8d;https://http2.mlstatic.com/D_NQ_NP_956596-MLA72181758084_102023-W.jpg;2023-10-19;;
Terreno 12x42m Sobre R. Santamarina (a Metros De La Colorada) - Monte Grande;58000.0;504;115.07936507936508;Ramon Santamarina Al 1900, Monte G...;https://terreno.mercadolibre.com.ar/MLA-918521848-terreno-12x42m-sobre-r-santamarina-a-metros-de-la-colorada-monte-grande-_JM#position=9&search_layout=grid&type=item&tracking_id=6e857e44-0342-48e6-aa75-dc59dac96669;https://http2.mlstatic.com/D_NQ_NP_989116-MLA45757984459_042021-W.jpg;2023-10-19;;
Venta De Lote En Monte Grande;60000.0;520;115.38461538461539;Hipólito Yrigoyen 952, Monte Grand...;https://terreno.mercadolibre.com.ar/MLA-1382370947-venta-de-lote-en-monte-grande-_JM#position=31&search_layout=grid&type=item&tracking_id=fca61af9-c77f-46b7-91d5-ed232ac27cff;https://http2.mlstatic.com/D_NQ_NP_723216-MLA70979713965_082023-W.jpg;2023-10-19;;
Casa - Monte Grande;70000.0;600;116.66666666666667;Avellaneda N Al 700, Monte Grande,...;https://casa.mercadolibre.com.ar/MLA-1441130504-casa-monte-grande-_JM#position=37&search_layout=grid&type=item&tracking_id=54121434-8fc5-47b7-9a0f-5d7d4b44f558;https://http2.mlstatic.com/D_NQ_NP_931764-MLA70243495359_062023-W.jpg;2023-10-19;1 baño;
Terreno - Monte Grande;210000.0;1800;116.66666666666667;Saavedra Al 1000, Monte Grande, Es...;https://terreno.mercadolibre.com.ar/MLA-918524117-terreno-monte-grande-_JM#position=48&search_layout=grid&type=item&tracking_id=c165c15f-9b89-4557-aa83-c463359173f8;https://http2.mlstatic.com/D_NQ_NP_779308-MLA45757995824_042021-W.jpg;2023-10-19;;
Lote En Venta En Monte Grande;60000.0;504;119.04761904761905;Teniente Felix Origone 1578, Monte...;https://terreno.mercadolibre.com.ar/MLA-1144489971-lote-en-venta-en-monte-grande-_JM#position=4&search_layout=grid&type=item&tracking_id=6e857e44-0342-48e6-aa75-dc59dac96669;https://http2.mlstatic.com/D_NQ_NP_669477-MLA50484754580_062022-W.jpg;2023-10-19;;
Venta Terreno - Monte Grande;215000.0;1800;119.44444444444444;Cornelio Saavedra Al 1075, Monte G...;https://terreno.mercadolibre.com.ar/MLA-1121749506-venta-terreno-monte-grande-_JM#position=12&search_layout=grid&type=item&tracking_id=f42d0df7-28ac-4f8b-9dac-9cc0032a053c;https://http2.mlstatic.com/D_NQ_NP_943980-MLA49003885416_022022-W.jpg;2023-10-19;;
Alquiler Local - Monte Grande;12000.0;100;120.0;Rodriguez Al 200, Monte Grande, Es...;https://inmueble.mercadolibre.com.ar/MLA-1362465481-alquiler-local-monte-grande-_JM#position=42&search_layout=grid&type=item&tracking_id=e025942f-3cd3-434a-9c0b-59d20ad3ee7d;https://http2.mlstatic.com/D_NQ_NP_769793-MLA54366562668_032023-W.jpg;2023-10-19;;
Esquiu Al 600 - Monte Grande;60000.0;500;120.0;Esquiu Al Al 600, Monte Grande, Es...;https://terreno.mercadolibre.com.ar/MLA-1468540110-esquiu-al-600-monte-grande-_JM#position=42&search_layout=grid&type=item&tracking_id=67367561-6d7f-4563-96ab-57ecf12b33ea;https://http2.mlstatic.com/D_NQ_NP_620399-MLA70920231346_082023-W.jpg;2023-10-19;;
Terreno - Monte Grande;55000.0;458;120.08733624454149;Alejo Ortega 1337, Monte Grande, E...;https://terreno.mercadolibre.com.ar/MLA-1389205721-terreno-monte-grande-_JM#position=43&search_layout=grid&type=item&tracking_id=c165c15f-9b89-4557-aa83-c463359173f8;https://http2.mlstatic.com/D_NQ_NP_992905-MLA71803872426_092023-W.jpg;2023-10-19;;
Espectacular Lote De 18 X 60 En Zona Residencial;130000.0;1080;120.37037037037037;Rivadavia 28, Monte Grande, Provin...;https://terreno.mercadolibre.com.ar/MLA-1143981595-espectacular-lote-de-18-x-60-en-zona-residencial-_JM#position=30&search_layout=grid&type=item&tracking_id=de87ff7f-e3d9-47a1-bc9b-a9f699d42acd;https://http2.mlstatic.com/D_NQ_NP_914878-MLA50435355812_062022-W.jpg;2023-10-19;;
Lote En Venta Monte Grande;34900.0;288;121.18055555555556;Avenida V. Fair 1400, Monte Grande...;https://terreno.mercadolibre.com.ar/MLA-1390207569-lote-en-venta-monte-grande-_JM#position=6&search_layout=grid&type=item&tracking_id=36b82243-b302-4da7-89d5-a97e8cc4ad74;https://http2.mlstatic.com/D_NQ_NP_850072-MLA71978922275_092023-W.jpg;2023-10-19;;
Terreno En Venta - 410mts2 - Monte Grande;50000.0;410;121.95121951219512;Adolfo Alsina E/ Hipólito Bouchard...;https://terreno.mercadolibre.com.ar/MLA-1385056017-terreno-en-venta-410mts2-monte-grande-_JM#position=33&search_layout=grid&type=item&tracking_id=fac566de-1663-4a21-9268-328fe6c78876;https://http2.mlstatic.com/D_NQ_NP_634148-MLA71299428040_082023-W.jpg;2023-10-19;;
Terreno - Monte Grande;53000.0;425;124.70588235294117;Lote En Monte Grande, Chacabuco Al...;https://terreno.mercadolibre.com.ar/MLA-1167233018-terreno-monte-grande-_JM#position=40&search_layout=grid&type=item&tracking_id=45aa4a5b-4de9-4c64-b276-cc431df89838;https://http2.mlstatic.com/D_NQ_NP_909988-MLA51510951459_092022-W.jpg;2023-10-19;;
Hermoso Lote En Venta De 600 M2 - Monte Grande;74900.0;600;124.83333333333333;Máximo Paz 900, Monte Grande, Prov...;https://terreno.mercadolibre.com.ar/MLA-1437429372-hermoso-lote-en-venta-de-600-m2-monte-grande-_JM#position=44&search_layout=grid&type=item&tracking_id=6e857e44-0342-48e6-aa75-dc59dac96669;https://http2.mlstatic.com/D_NQ_NP_858475-MLA70992936534_082023-W.jpg;2023-10-19;;
Lote De 200m2;25000.0;200;125.0;Navarro Entre Carmen De Areco Y Vi...;https://terreno.mercadolibre.com.ar/MLA-1381116142-lote-de-200m2-_JM#position=10&search_layout=grid&type=item&tracking_id=f42d0df7-28ac-4f8b-9dac-9cc0032a053c;https://http2.mlstatic.com/D_NQ_NP_790829-MLA54690676308_032023-W.jpg;2023-10-19;;
Lote De 200m2;25000.0;200;125.0;Navarro Entre Carmen De Areco Y Vi...;https://terreno.mercadolibre.com.ar/MLA-1307039004-lote-de-200m2-_JM#position=34&search_layout=grid&type=item&tracking_id=67367561-6d7f-4563-96ab-57ecf12b33ea;https://http2.mlstatic.com/D_NQ_NP_916656-MLA71537278422_092023-W.jpg;2023-10-19;;
Venta De Lote - Monte Grande;34000.0;270;125.92592592592592;Joaquín V. González 844, Monte Gra...;https://terreno.mercadolibre.com.ar/MLA-1223914109-venta-de-lote-monte-grande-_JM#position=34&search_layout=grid&type=item&tracking_id=45aa4a5b-4de9-4c64-b276-cc431df89838;https://http2.mlstatic.com/D_NQ_NP_969851-MLA52267506664_112022-W.jpg;2023-10-19;;
Lote Con Mejoras En Monte Grande;39900.0;310;128.70967741935485;Gral. Paz, Monte Grande 2860, Mont...;https://terreno.mercadolibre.com.ar/MLA-902679173-lote-con-mejoras-en-monte-grande-_JM#position=13&search_layout=grid&type=item&tracking_id=c165c15f-9b89-4557-aa83-c463359173f8;https://http2.mlstatic.com/D_NQ_NP_710368-MLA44455954431_122020-W.jpg;2023-10-19;;
Hermosos 2 Lotes Juntos O Divididos;65000.0;500;130.0;Contanzo 600, Monte Grande, Esteba...;https://terreno.mercadolibre.com.ar/MLA-933953609-hermosos-2-lotes-juntos-o-divididos-_JM#position=46&search_layout=grid&type=item&tracking_id=91b0c92b-261f-4012-b4ed-8716042aafd0;https://http2.mlstatic.com/D_NQ_NP_976681-MLA42739752354_072020-W.jpg;2023-10-19;;
Terreno - Monte Grande;150000.0;1140;131.57894736842104;Av. Pedro Dreyer Al 1200, Monte Gr...;https://terreno.mercadolibre.com.ar/MLA-1111328796-terreno-monte-grande-_JM#position=38&search_layout=grid&type=item&tracking_id=c165c15f-9b89-4557-aa83-c463359173f8;https://http2.mlstatic.com/D_NQ_NP_948741-MLA48133917468_112021-W.jpg;2023-10-19;;
Amplio Terreno De 904 M2 - Ideal Desarrollo - Permuta ;119000.0;904;131.63716814159292;Evita 1862, Monte Grande, Esteban ...;https://terreno.mercadolibre.com.ar/MLA-1136638762-amplio-terreno-de-904-m2-ideal-desarrollo-permuta-_JM#position=21&search_layout=grid&type=item&tracking_id=34a0146d-8ff8-4da4-a44b-4dddafa63945;https://http2.mlstatic.com/D_NQ_NP_959696-MLA70656736680_072023-W.jpg;2023-10-19;;
Amplio Terreno - Ideal Desarrollo - Permuta Financia;119700.0;904;132.41150442477877;Evita  1800, Monte Grande, Esteban...;https://terreno.mercadolibre.com.ar/MLA-1204874183-amplio-terreno-ideal-desarrollo-permuta-financia-_JM#position=8&search_layout=grid&type=item&tracking_id=13800304-7dc6-4c99-bf49-06248a585521;https://http2.mlstatic.com/D_NQ_NP_674610-MLA52050542762_102022-W.jpg;2023-10-19;;
Venta - Lote 10 X 27 - Monte Grande;36000.0;270;133.33333333333334;Joaquín V. González 844, Monte Gra...;https://terreno.mercadolibre.com.ar/MLA-1223913180-venta-lote-10-x-27-monte-grande-_JM#position=29&search_layout=grid&type=item&tracking_id=91b0c92b-261f-4012-b4ed-8716042aafd0;https://http2.mlstatic.com/D_NQ_NP_798252-MLA52265606925_112022-W.jpg;2023-10-19;;
Terreno - Monte Grande;390000.0;2846;137.03443429374562;Terreno De 2850 Mts2  Sobre Av. Pe...;https://terreno.mercadolibre.com.ar/MLA-1166102694-terreno-monte-grande-_JM#position=22&search_layout=grid&type=item&tracking_id=c165c15f-9b89-4557-aa83-c463359173f8;https://http2.mlstatic.com/D_NQ_NP_898537-MLA51490421743_092022-W.jpg;2023-10-19;;
Venta Monte Grande Condominio Cerrado Los Robles Lotes Con Escritura Inmediata!;34900.0;253;137.94466403162056;Avenida V. Fair 1495, Monte Grande...;https://terreno.mercadolibre.com.ar/MLA-1244234445-venta-monte-grande-condominio-cerrado-los-robles-lotes-con-escritura-inmediata-_JM#position=16&search_layout=grid&type=item&tracking_id=65b5ac88-9222-4f99-a0fe-056526864fad;https://http2.mlstatic.com/D_NQ_NP_608104-MLA49002176009_022022-W.jpg;2023-10-19;;
Venta Monte Grande 2 Lotes 1.000 M2 Totales! Consultanos!;139999.0;1000;139.999;Máximo Paz 600, Monte Grande, Prov...;https://terreno.mercadolibre.com.ar/MLA-1137355934-venta-monte-grande-2-lotes-1000-m2-totales-consultanos-_JM#position=24&search_layout=grid&type=item&tracking_id=17076fdf-5c14-4158-b591-4be35a1810e7;https://http2.mlstatic.com/D_NQ_NP_737900-MLA71800537222_092023-W.jpg;2023-10-19;;
Venta Monte Grande Lote 2 Lotes De 10x50. Juntos O Separados;70000.0;500;140.0;Máximo Paz 600, Monte Grande, Prov...;https://terreno.mercadolibre.com.ar/MLA-1175784002-venta-monte-grande-lote-2-lotes-de-10x50-juntos-o-separados-_JM#position=39&search_layout=grid&type=item&tracking_id=b364e229-cc2e-4600-b3e8-7c3d88351e5e;https://http2.mlstatic.com/D_NQ_NP_671763-MLA71805240196_092023-W.jpg;2023-10-19;;
Terreno En Venta En Monte Grande;35000.0;250;140.0;Lagarreta Al 1000. Entre Dinamarca...;https://terreno.mercadolibre.com.ar/MLA-1246154458-terreno-en-venta-en-monte-grande-_JM#position=38&search_layout=grid&type=item&tracking_id=5a04b11b-320f-4e9d-a533-bc33b993a718;https://http2.mlstatic.com/D_NQ_NP_794557-MLA52449071867_112022-W.jpg;2023-10-19;;
4 Lotes En Venta Sobre Azcuenaga Al 1550 - Monte Grande;295000.0;2100;140.47619047619048;Azcuenaga Al 1500, Monte Grande, E...;https://terreno.mercadolibre.com.ar/MLA-1382806872-4-lotes-en-venta-sobre-azcuenaga-al-1550-monte-grande-_JM#position=32&search_layout=grid&type=item&tracking_id=159f88c3-3272-4761-a369-a4df45856cd7;https://http2.mlstatic.com/D_NQ_NP_933900-MLA54735923191_032023-W.jpg;2023-10-19;;
Excelente Lote De 12 X 50 En Monte Grande;85000.0;600;141.66666666666666;Maximo Paz  963, Monte Grande, Est...;https://terreno.mercadolibre.com.ar/MLA-904945934-excelente-lote-de-12-x-50-en-monte-grande-_JM#position=43&search_layout=grid&type=item&tracking_id=91b0c92b-261f-4012-b4ed-8716042aafd0;https://http2.mlstatic.com/D_NQ_NP_940477-MLA44651365905_012021-W.jpg;2023-10-19;;
Venta - Excelente Lote En Esquina - Tls - Monte Grande;58000.0;395;146.83544303797467;Jorge Miles 700, Monte Grande, Est...;https://terreno.mercadolibre.com.ar/MLA-917203861-venta-excelente-lote-en-esquina-tls-monte-grande-_JM#position=15&search_layout=grid&type=item&tracking_id=91b0c92b-261f-4012-b4ed-8716042aafd0;https://http2.mlstatic.com/D_NQ_NP_666515-MLA42538638985_072020-W.jpg;2023-10-19;;
Casa Con Gran Terreno En Venta -  Monte Grande De 24,50 X 37;135000.0;918;147.05882352941177;Vicente Lopez  1800, Monte Grande,...;https://terreno.mercadolibre.com.ar/MLA-1369225813-casa-con-gran-terreno-en-venta-monte-grande-de-2450-x-37-_JM#position=27&search_layout=grid&type=item&tracking_id=159f88c3-3272-4761-a369-a4df45856cd7;https://http2.mlstatic.com/D_NQ_NP_602168-MLA69337817924_052023-W.jpg;2023-10-19;;
Venta De Lote Al Pulmon En El Barrio Santa Juana - Canning;90000.0;611;147.29950900163666;Barrio Santa Juana, Monte Grande, ...;https://terreno.mercadolibre.com.ar/MLA-1188639273-venta-de-lote-al-pulmon-en-el-barrio-santa-juana-canning-_JM#position=29&search_layout=grid&type=item&tracking_id=b5a2d9c6-68cb-4e1a-b49c-899588ae8677;https://http2.mlstatic.com/D_NQ_NP_734205-MLA51873412884_102022-W.jpg;2023-10-19;;
Terreno Venta / Monte Grande;180000.0;1200;150.0;Coronel Manuel Dorrego Al 800, Mon...;https://terreno.mercadolibre.com.ar/MLA-1203717034-terreno-venta-monte-grande-_JM#position=43&search_layout=grid&type=item&tracking_id=c112ea19-8061-4548-be78-cfd9dfc8ba6b;https://http2.mlstatic.com/D_NQ_NP_887977-MLA70841300625_082023-W.jpg;2023-10-19;;
Muy Buen Lote En Monte Grande;120000.0;799;150.18773466833542;Recarte Al 500, Monte Grande, Este...;https://terreno.mercadolibre.com.ar/MLA-721072896-muy-buen-lote-en-monte-grande-_JM#position=12&search_layout=grid&type=item&tracking_id=45aa4a5b-4de9-4c64-b276-cc431df89838;https://http2.mlstatic.com/D_NQ_NP_917243-MLA27242245915_042018-W.jpg;2023-10-19;;
Venta De Lotes Gral. Paz Esq. Berasain;100000.0;664;150.6024096385542;Gral. Paz Y Berasain  0, Monte Gra...;https://terreno.mercadolibre.com.ar/MLA-827343697-venta-de-lotes-gral-paz-esq-berasain-_JM#position=15&search_layout=grid&type=item&tracking_id=de87ff7f-e3d9-47a1-bc9b-a9f699d42acd;https://http2.mlstatic.com/D_NQ_NP_839161-MLA33001355608_112019-W.jpg;2023-10-19;;
Venta Monte Grande Condominio Cerrado Los Robles Lotes Con Escritura Inmediata!;24900.0;164;151.82926829268294;Avenida V. Fair 1495, Monte Grande...;https://terreno.mercadolibre.com.ar/MLA-1244705600-venta-monte-grande-condominio-cerrado-los-robles-lotes-con-escritura-inmediata-_JM#position=23&search_layout=grid&type=item&tracking_id=65b5ac88-9222-4f99-a0fe-056526864fad;https://http2.mlstatic.com/D_NQ_NP_798080-MLA49002257208_022022-W.jpg;2023-10-19;;
Lote En Venta!! Queirel 200;55000.0;360;152.77777777777777;Queirel 200, Monte Grande, Esteban...;https://terreno.mercadolibre.com.ar/MLA-798765570-lote-en-venta-queirel-200-_JM#position=38&search_layout=grid&type=item&tracking_id=91b0c92b-261f-4012-b4ed-8716042aafd0;https://http2.mlstatic.com/D_NQ_NP_956871-MLA28255633599_092018-W.jpg;2023-10-19;;
Venta De Lote Barrio Los Robles Monte Grande;24900.0;162;153.7037037037037;Avenida V. Fair 1400, Monte Grande...;https://terreno.mercadolibre.com.ar/MLA-1390259225-venta-de-lote-barrio-los-robles-monte-grande-_JM#position=34&search_layout=grid&type=item&tracking_id=fca61af9-c77f-46b7-91d5-ed232ac27cff;https://http2.mlstatic.com/D_NQ_NP_991682-MLA71923344370_092023-W.jpg;2023-10-19;;
Lote En Venta Barrio Los Robles Monte Grande;24900.0;162;153.7037037037037;Avenida V. Fair 1400, Monte Grande...;https://terreno.mercadolibre.com.ar/MLA-1520876612-lote-en-venta-barrio-los-robles-monte-grande-_JM#position=27&search_layout=grid&type=item&tracking_id=b5a2d9c6-68cb-4e1a-b49c-899588ae8677;https://http2.mlstatic.com/D_NQ_NP_807978-MLA71978884795_092023-W.jpg;2023-10-19;;
Muy Buen Lote En Monte Grande;170000.0;1106;153.70705244122965;Recarte Al 500, Monte Grande, Este...;https://terreno.mercadolibre.com.ar/MLA-721072552-muy-buen-lote-en-monte-grande-_JM#position=42&search_layout=grid&type=item&tracking_id=c165c15f-9b89-4557-aa83-c463359173f8;https://http2.mlstatic.com/D_NQ_NP_703770-MLA27242240650_042018-W.jpg;2023-10-19;;
Casa En Venta En Monte Grande;350000.0;2230;156.9506726457399;Bruzone Y Mariano Alegre, Monte Gr...;https://casa.mercadolibre.com.ar/MLA-1417821508-casa-en-venta-en-monte-grande-_JM#position=8&search_layout=grid&type=item&tracking_id=b364e229-cc2e-4600-b3e8-7c3d88351e5e;https://http2.mlstatic.com/D_NQ_NP_991970-MLA69429256342_052023-W.jpg;2023-10-19;2 baños;
Terreno - Monte Grande;190000.0;1200;158.33333333333334;25  De Mayo E/constanzo Y Recarte,...;https://terreno.mercadolibre.com.ar/MLA-918523318-terreno-monte-grande-_JM#position=9&search_layout=grid&type=item&tracking_id=b5a2d9c6-68cb-4e1a-b49c-899588ae8677;https://http2.mlstatic.com/D_NQ_NP_842306-MLA45757990847_042021-W.jpg;2023-10-19;;
Lote 368 M2 En Monte Grande ;59000.0;368;160.32608695652175;Avenida Julio Argentino Roca 700, ...;https://terreno.mercadolibre.com.ar/MLA-1391223135-lote-368-m2-en-monte-grande-_JM#position=34&search_layout=grid&type=item&tracking_id=13800304-7dc6-4c99-bf49-06248a585521;https://http2.mlstatic.com/D_NQ_NP_633501-MLA72092596625_102023-W.jpg;2023-10-19;;
"Terreno Y Lote En Venta Monte Grande; Esteban Echeverría";65000.0;402;161.6915422885572;Cristobal Colon 1500, Monte Grande...;https://terreno.mercadolibre.com.ar/MLA-1529977762-terreno-y-lote-en-venta-monte-grande-esteban-echeverria-_JM#position=17&search_layout=grid&type=item&tracking_id=9b10ef2e-2220-4118-91bb-f1fa61d08d10;https://http2.mlstatic.com/D_NQ_NP_652569-MLA25555810764_052017-W.jpg;2023-10-19;;
Venta Lote Terreno Monte Grande;195000.0;1200;162.5;Laprida 350, Monte Grande, Esteban...;https://terreno.mercadolibre.com.ar/MLA-1102230975-venta-lote-terreno-monte-grande-_JM#position=18&search_layout=grid&type=item&tracking_id=5a04b11b-320f-4e9d-a533-bc33b993a718;https://http2.mlstatic.com/D_NQ_NP_786681-MLA47410738135_092021-W.jpg;2023-10-19;;
Terreno Lote A La Venta En Monte Grande ;49000.0;300;163.33333333333334;Vicente López Y Uruguay, Esquina S...;https://terreno.mercadolibre.com.ar/MLA-1439067516-terreno-lote-a-la-venta-en-monte-grande-_JM#position=25&search_layout=grid&type=item&tracking_id=67367561-6d7f-4563-96ab-57ecf12b33ea;https://http2.mlstatic.com/D_NQ_NP_765977-MLA70182094975_062023-W.jpg;2023-10-19;;
